origin_doi,origin_sub_area,target_doi,target_sub_area
10.1016/j.infsof.2022.107106,se,10.1016/j.ijhcs.2020.102574,chi
10.1093/iwc/iwad023,chi,10.1016/j.jss.2021.110942,se
10.1145/3485732,cse,10.1145/3408877.3432419,cse
10.1145/3607537,cse,10.1145/3328778.3366852,cse
10.1145/3502718.3524822,cse,10.1145/3502718.3524822,cse
10.1016/j.ins.2021.10.017,data,10.1016/j.ins.2020.03.091,data
10.1109/BigData52589.2021.9672049,data,10.1016/j.comcom.2020.01.002,net
10.1016/j.ins.2023.119614,data,10.1016/j.ins.2020.07.056,data
10.1007/s10994-023-06404-y,data,10.1007/s10994-020-05871-x,data
10.1016/j.ins.2022.08.073,data,10.1016/j.cor.2021.105627,or
10.1016/j.ins.2022.08.073,data,10.1016/j.ejor.2021.02.049,or
10.1016/j.ins.2022.08.073,data,10.1016/j.ejor.2020.07.006,or
10.1111/itor.13299,or,10.1016/j.ins.2022.08.073,data
10.1016/j.ins.2024.120300,data,10.1007/s10994-021-06111-6,data
10.1016/j.ins.2021.10.016,data,10.1016/j.inffus.2019.10.005,data
10.1016/j.ins.2022.10.017,data,10.1016/j.ins.2021.02.010,data
10.1007/s10618-023-00957-1,data,10.1145/3436893,data
10.1007/s10994-022-06205-9,data,10.1145/3436893,data
10.1016/j.ins.2021.11.003,data,10.1016/j.ins.2021.02.075,data
10.1007/s10618-023-00957-1,data,10.1016/j.ins.2021.11.003,data
10.1111/tgis.12889,dbis,10.1007/s10618-020-00676-x,data
10.1109/TKDE.2021.3099690,data,10.1007/s10618-020-00698-5,data
10.1109/TKDE.2023.3242207,data,10.1007/s10707-021-00455-w,dbis
10.1109/TKDE.2023.3242207,data,10.1002/spe.2882,ds
10.1016/j.ins.2022.08.007,data,10.1016/j.ins.2020.03.091,data
10.1145/3466616,data,10.1002/spe.2795,ds
10.1016/j.ins.2021.07.033,data,10.1016/j.ins.2020.12.006,data
10.1016/j.ins.2020.03.091,data,10.1016/j.inffus.2019.10.005,data
10.1016/j.ins.2023.119614,data,10.1016/j.ins.2021.10.005,data
10.1016/j.ins.2023.119614,data,10.1016/j.ins.2021.09.054,data
10.1109/BigData52589.2021.9671645,data,10.1016/j.patrec.2020.08.019,vision
10.1016/j.infsof.2022.106998,se,10.1016/j.ins.2021.08.099,data
10.1016/j.patcog.2023.109359,vision,10.1007/s10618-020-00698-5,data
10.1007/s10618-024-01002-5,data,10.1016/j.ins.2020.12.006,data
10.1007/s10618-023-00922-y,data,10.1016/j.ejor.2019.11.017,or
10.1016/j.ins.2021.08.080,data,10.1016/j.patcog.2020.107666,vision
10.1016/j.is.2020.101606,dbis,10.1016/j.ins.2019.10.031,data
10.1016/j.ins.2022.09.065,data,10.1016/j.ipm.2020.102481,ir
10.1007/s10618-021-00802-3,data,10.1007/s10618-021-00802-3,data
10.1007/978-3-031-20624-5_20,theory,10.1145/3394486.3403235,data
10.1109/BigData50022.2020.9377999,data,10.1007/s10618-019-00668-6,data
10.1016/j.is.2021.101935,dbis,10.1016/j.is.2021.101826,dbis
10.1016/j.datak.2023.102180,dbis,10.1016/j.is.2021.101826,dbis
10.1016/j.is.2022.102019,dbis,10.1016/j.is.2021.101789,dbis
10.1007/978-3-031-17995-2_5,dbis,10.1016/j.is.2019.101454,dbis
10.1007/978-3-030-89022-3_21,dbis,10.1007/978-3-030-62522-1_25,dbis
10.1007/s10270-023-01115-3,se,10.1007/978-3-030-89022-3_21,dbis
10.1007/978-3-031-34560-9_16,dbis,10.1007/978-3-030-89022-3_28,dbis
10.1007/978-3-031-17995-2_26,dbis,10.1007/978-3-030-89022-3_28,dbis
10.1007/978-3-031-17995-2_7,dbis,10.1007/978-3-030-89022-3_28,dbis
10.1007/s10270-023-01115-3,se,10.1007/978-3-030-89022-3_28,dbis
10.1016/j.is.2022.102123,dbis,10.1016/j.is.2020.101507,dbis
10.1007/978-3-030-89022-3_12,dbis,10.1007/978-3-030-62522-1_23,dbis
10.1007/s10270-021-00919-5,se,10.1007/978-3-030-62522-1_23,dbis
10.1007/978-3-030-89022-3_29,dbis,10.1016/j.datak.2021.101894,dbis
10.1007/978-3-031-17995-2_2,dbis,10.1007/978-3-030-89022-3_29,dbis
10.1016/j.datak.2023.102180,dbis,10.1016/j.ipm.2020.102224,ir
10.1007/978-3-031-17995-2_4,dbis,10.1016/j.datak.2021.101891,dbis
10.1007/978-3-031-17995-2_4,dbis,10.1007/978-3-031-17995-2_1,dbis
10.1016/j.datak.2023.102219,dbis,10.1016/j.is.2019.101454,dbis
10.1007/s10270-023-01115-3,se,10.1007/978-3-031-17995-2_2,dbis
10.1111/tgis.13044,dbis,10.1007/978-3-031-17995-2_13,dbis
10.1007/978-3-031-17995-2_1,dbis,10.1016/j.datak.2021.101891,dbis
10.1007/s10270-023-01115-3,se,10.1016/j.datak.2021.101891,dbis
10.1007/s10270-021-00919-5,se,10.1016/j.datak.2021.101891,dbis
10.1016/j.datak.2023.102210,dbis,10.1016/j.datak.2021.101891,dbis
10.1007/978-3-030-62522-1_24,dbis,10.1007/978-3-030-62522-1_24,dbis
10.1016/j.datak.2022.102012,dbis,10.1016/j.datak.2021.101894,dbis
10.1007/978-3-031-17995-2_26,dbis,10.1016/j.datak.2021.101892,dbis
10.1007/978-3-031-34560-9_17,dbis,10.1007/978-3-031-17995-2_1,dbis
10.1016/j.is.2021.101965,dbis,10.1016/j.is.2020.101553,dbis
10.1016/j.ipm.2020.102481,ir,10.1016/j.is.2020.101606,dbis
10.1111/tgis.13028,dbis,10.1111/cgf.13969,graphics
10.1007/s10270-023-01115-3,se,10.1007/978-3-030-62522-1_25,dbis
10.1016/j.datak.2023.102210,dbis,10.1007/s10270-021-00919-5,se
10.1145/3581784.3607086,arch,10.1109/DSN48987.2021.00042,ds
10.1002/cpe.7999,ds,10.1109/TCC.2021.3125426,ds
10.1007/s11227-022-05024-y,arch,10.1002/cpe.6561,ds
10.1002/spe.3193,ds,10.1016/j.comnet.2020.107330,net
10.1016/j.comnet.2022.109090,net,10.1109/TCC.2021.3112067,ds
10.1145/3468737.3494100,ds,10.1016/j.comnet.2021.108146,net
10.1016/j.infsof.2023.107240,se,10.1007/s10723-021-09583-x,ds
10.1016/j.infsof.2023.107335,se,10.1007/s10723-021-09583-x,ds
10.1007/s10723-022-09626-x,ds,10.1007/s10723-021-09583-x,ds
10.1002/cpe.7678,ds,10.1002/cpe.5972,ds
10.1109/ISSRE55969.2022.00029,ds,10.1016/j.comnet.2020.107223,net
10.1007/978-3-031-12597-3_7,arch,10.1109/RTAS52030.2021.00025,ds
10.1109/ISSRE52982.2021.00045,ds,10.1007/s11219-019-09474-1,se
10.1109/UCC48980.2020.00032,ds,10.1002/cpe.5761,arch
10.1016/j.patcog.2023.109577,vision,10.1002/cpe.5702,ds
10.1007/978-3-031-17108-6_14,formal,10.1007/978-3-031-17108-6_14,formal
10.1007/978-3-031-17108-6_14,formal,10.1016/j.jss.2020.110598,se
10.1007/s10270-023-01143-z,se,10.1007/978-3-031-17108-6_14,formal
10.1017/S0960129521000049,formal,10.1007/s00500-020-04885-w,ai
10.1007/s00500-021-06719-9,ai,10.1017/S0960129521000049,formal
10.1016/j.cag.2023.08.021,graphics,10.1016/j.cag.2023.05.028,graphics
10.1007/s11042-021-11640-2,graphics,10.1007/s11042-020-09838-x,graphics
10.1007/s11042-024-18271-3,graphics,10.1007/s11042-021-11640-2,graphics
10.1007/s11042-023-14953-6,graphics,10.1007/s11042-020-10450-2,graphics
10.1016/j.cag.2023.08.018,graphics,10.1016/j.cag.2021.08.012,graphics
10.1111/cgf.13989,graphics,10.1109/TVCG.2019.2944182,graphics
10.1016/j.cag.2021.08.009,graphics,10.1109/TVCG.2019.2944182,graphics
10.1111/cgf.14726,graphics,10.1109/TVCG.2019.2944182,graphics
10.1007/s11042-024-18390-x,graphics,10.1007/s00371-022-02698-6,graphics
10.1007/s10846-022-01701-5,robotics,10.1007/s11042-021-11643-z,graphics
10.1109/TVCG.2022.3209474,graphics,10.1145/3313831.3376399,chi
10.1016/j.cag.2022.01.007,graphics,10.1109/TVCG.2019.2914446,graphics
10.1016/j.asoc.2022.109093,ai,10.1109/TVCG.2019.2914446,graphics
10.1016/j.cag.2023.05.015,graphics,10.1111/cgf.14510,graphics
10.1109/TMM.2022.3162951,graphics,10.1016/j.patrec.2020.09.021,vision
10.1109/TVCG.2022.3209477,graphics,10.1016/j.cag.2021.04.006,graphics
10.1016/j.cag.2021.08.013,graphics,10.1111/cgf.13810,graphics
10.1007/s11042-021-11847-3,graphics,10.1007/s11042-020-09645-4,graphics
10.1016/j.cag.2023.08.023,graphics,10.1016/j.patcog.2023.109649,vision
10.1016/j.cag.2023.08.023,graphics,10.1016/j.patcog.2020.107612,vision
10.1109/TVCG.2023.3326514,graphics,10.1016/j.cag.2022.01.007,graphics
10.1111/cgf.14291,graphics,10.1111/cgf.13977,graphics
10.1111/cgf.14291,graphics,10.1111/cgf.13989,graphics
10.1016/j.cag.2022.08.003,graphics,10.1007/s10846-019-01124-9,robotics
10.1007/s11042-020-09692-x,graphics,10.1016/j.patrec.2019.12.014,vision
10.1016/j.cag.2021.08.009,graphics,10.1111/cgf.13977,graphics
10.1016/j.eswa.2023.121702,ai,10.1109/TVCG.2019.2947515,graphics
10.1111/tgis.13028,dbis,10.1109/TVCG.2019.2947515,graphics
10.1145/3411764.3445637,chi,10.1109/TVCG.2020.3023013,graphics
10.1145/3638249,arch,10.1109/TC.2021.3128501,hardware
10.1109/TCSI.2022.3191180,hardware,10.1016/j.engappai.2021.104638,ai
10.23919/DATE56975.2023.10137244,hardware,10.1145/3476990,arch
10.1109/DAC18074.2021.9586201,hardware,10.1007/978-3-030-57675-2_31,arch
10.1016/j.neucom.2024.127356,ai,10.1109/TC.2020.3037932,hardware
10.1109/TCAD.2020.3012312,hardware,10.1016/j.future.2020.07.029,arch
10.1109/TCAD.2020.3012312,hardware,10.1016/j.future.2019.07.073,arch
10.1016/j.ins.2022.11.142,data,10.1109/TC.2021.3051559,hardware
10.1109/TCSI.2022.3169028,hardware,10.1016/j.engappai.2021.104638,ai
10.1145/3508352.3549471,hardware,10.1109/TCSI.2022.3169028,hardware
10.1109/TCAD.2023.3305579,hardware,10.1145/3590962,hardware
10.23919/DATE54114.2022.9774727,hardware,10.1145/3476990,arch
10.23919/DATE54114.2022.9774727,hardware,10.1145/3394885.3431557,hardware
10.1145/3539618.3591638,ir,10.1016/j.ipm.2020.102289,ir
10.1016/j.ipm.2023.103336,ir,10.1016/j.ipm.2020.102263,ir
10.1145/3539618.3591638,ir,10.1016/j.ipm.2020.102263,ir
10.1145/3340531.3412180,ir,10.1016/j.ipm.2020.102263,ir
10.1080/10447318.2022.2121219,chi,10.1109/MIC.2020.3009897,ir
10.1016/j.ipm.2023.103336,ir,10.1016/j.ipm.2020.102481,ir
10.1145/3539618.3591638,ir,10.1016/j.ipm.2023.103336,ir
10.1016/j.cviu.2022.103618,vision,10.1016/j.ipm.2020.102443,ir
10.1145/3539618.3591638,ir,10.1016/j.ipm.2020.102481,ir
10.1145/3539618.3591638,ir,10.1145/3340531.3412180,ir
10.1016/j.ipm.2021.102757,ir,10.1145/3394231.3397913,ir
10.1145/3386367.3431306,net,10.1145/3386367.3431306,net
10.1016/j.comnet.2023.110136,net,10.1016/j.comcom.2021.01.008,net
10.1016/j.comnet.2023.110136,net,10.1016/j.adhoc.2023.103204,net
10.1016/j.adhoc.2023.103300,net,10.1016/j.comnet.2020.107252,net
10.1016/j.comcom.2021.03.002,net,10.1016/j.comcom.2020.03.001,net
10.1016/j.adhoc.2023.103179,net,10.1016/j.comcom.2022.07.012,net
10.1016/j.comnet.2022.108955,net,10.1016/j.adhoc.2020.102265,net
10.1109/TNSM.2021.3129610,net,10.1016/j.comcom.2020.02.032,net
10.1007/s10723-021-09588-6,ds,10.1109/MCOM.001.2000702,net
10.1016/j.comnet.2022.108955,net,10.1016/j.comcom.2020.05.027,net
10.1109/INFOCOM48880.2022.9796848,net,10.1145/3386367.3431292,net
10.1016/j.adhoc.2023.103301,net,10.1016/j.comcom.2020.06.006,net
10.1016/j.comcom.2021.10.024,net,10.1016/j.comcom.2020.04.059,net
10.1016/j.comcom.2023.09.013,net,10.1016/j.comcom.2021.12.006,net
10.1016/j.comcom.2023.09.013,net,10.1016/j.comcom.2022.10.003,net
10.1145/3517745.3561421,net,10.1145/3517745.3561422,net
10.1145/3517745.3561422,net,10.1109/TNSM.2021.3061486,net
10.1016/j.comcom.2022.07.012,net,10.1145/3479239.3485712,net
10.1145/3488585,ir,10.1016/j.jnca.2020.102596,net
10.1016/j.comnet.2021.108738,net,10.1016/j.comnet.2021.108489,net
10.1109/INFOCOM53939.2023.10228883,net,10.1016/j.comnet.2022.109090,net
10.1016/j.adhoc.2023.103204,net,10.1145/3479239.3485712,net
10.1016/j.asoc.2020.106825,ai,10.1109/TNSM.2020.3035342,net
10.1016/j.future.2022.09.025,arch,10.1109/MASCOTS50786.2020.9285940,net
10.1016/j.jnca.2023.103679,net,10.1016/j.jnca.2021.103213,net
10.1016/j.comcom.2021.03.002,net,10.1016/j.comcom.2020.10.001,net
10.1007/s10479-021-04451-z,or,10.1016/j.comnet.2020.107347,net
10.1016/j.comnet.2022.109301,net,10.1016/j.jnca.2020.102655,net
10.1016/j.comcom.2023.08.021,net,10.1016/j.comcom.2020.04.014,net
10.1016/j.jnca.2022.103581,net,10.1016/j.comnet.2020.107638,net
10.1007/s00521-022-08120-5,ai,10.1109/TNSM.2020.2980289,net
10.1016/j.comcom.2020.02.032,net,10.1016/j.comcom.2019.10.010,net
10.1016/j.eswa.2021.116225,ai,10.1109/TNSM.2020.2983921,net
10.1109/TNSM.2022.3160875,net,10.1016/j.comnet.2019.106975,net
10.1016/j.comcom.2024.01.002,net,10.1016/j.jnca.2023.103790,net
10.1016/j.adhoc.2024.103412,net,10.1016/j.jnca.2021.103213,net
10.23919/CNSM50824.2020.9269063,net,10.1016/j.comnet.2020.107429,net
10.1016/j.comnet.2022.108832,net,10.1002/net.21976,or
10.1016/j.comnet.2021.108486,net,10.1016/j.comnet.2020.107252,net
10.1109/TNSM.2022.3195382,net,10.1016/j.comcom.2020.07.026,net
10.1109/TNSM.2020.3036911,net,10.1016/j.comnet.2020.107108,net
10.1109/TMC.2021.3052754,net,10.1016/j.comnet.2020.107145,net
10.1016/j.comnet.2022.109389,net,10.1109/MCOM.111.2100331,net
10.1109/NOMS56928.2023.10154329,net,10.1145/3386367.3431306,net
10.1016/j.cose.2023.103106,security,10.1109/TNSM.2021.3075503,net
10.1016/j.comcom.2024.01.002,net,10.1016/j.adhoc.2022.103046,net
10.1007/s10723-021-09588-6,ds,10.1016/j.comnet.2020.107752,net
10.1016/j.comcom.2021.06.005,net,10.1016/j.comcom.2020.04.014,net
10.1016/j.comnet.2021.108337,net,10.1016/j.comcom.2020.05.032,net
10.1016/j.comcom.2021.09.016,net,10.1016/j.comnet.2020.107252,net
10.1016/j.jss.2022.111223,se,10.1109/TNSM.2020.2987036,net
10.1002/cpe.7825,arch,10.1109/TNSM.2022.3226505,net
10.1016/j.cor.2022.105954,or,10.1016/j.ejor.2021.02.024,or
10.1002/net.22213,or,10.1016/j.ejor.2021.02.024,or
10.1002/net.22213,or,10.1111/itor.13387,or
10.1016/j.ejor.2020.12.021,or,10.1016/j.cor.2020.105020,or
10.1016/j.ejor.2023.11.024,or,10.1080/01605682.2019.1671153,or
10.1016/j.ejor.2023.11.024,or,10.1007/s11590-019-01525-7,or
10.1080/01605682.2021.1915194,or,10.1016/j.ejor.2021.04.042,or
10.1016/j.ejor.2021.04.042,or,10.1080/01605682.2021.1915194,or
10.1111/itor.13428,or,10.1111/itor.12725,or
10.1111/itor.13163,or,10.1111/itor.12725,or
10.1007/s10107-022-01781-z,or,10.1137/1.9781611976465.35,theory
10.1007/s10107-023-01977-x,or,10.1007/s10107-022-01781-z,or
10.1016/j.cor.2023.106509,or,10.1016/j.ejor.2020.02.047,or
10.1016/j.cor.2021.105637,or,10.1016/j.ejor.2020.02.047,or
10.1007/s10898-021-01087-y,or,10.1137/19M1281514,or
10.1007/s11590-020-01698-6,or,10.1111/itor.12671,or
10.1007/s11590-020-01651-7,or,10.1080/01605682.2018.1556570,or
10.1016/j.cor.2021.105321,or,10.1016/j.cor.2019.104873,or
10.1111/itor.12971,or,10.1111/itor.12925,or
10.1111/itor.13163,or,10.1111/itor.12925,or
10.1016/j.ejor.2023.08.046,or,10.1016/j.ejor.2021.05.041,or
10.1016/j.cor.2021.105643,or,10.1287/trsc.2020.1035,or
10.1016/j.cor.2021.105643,or,10.1016/j.ejor.2019.10.010,or
10.1287/trsc.2022.1176,or,10.1016/j.cor.2021.105643,or
10.1016/j.patcog.2024.110310,vision,10.1016/j.cor.2021.105643,or
10.1002/net.22213,or,10.1016/j.cor.2021.105643,or
10.1111/itor.12638,or,10.1111/itor.12638,or
10.1016/j.ejor.2022.02.013,or,10.1111/itor.12706,or
10.1016/j.ejor.2022.02.013,or,10.1016/j.dam.2019.08.002,theory
10.1111/itor.13265,or,10.1007/s11590-018-1295-1,or
10.1111/itor.13265,or,10.1007/s10898-021-01001-6,or
10.1016/j.cor.2022.106094,or,10.1016/j.ejor.2019.10.010,or
10.1016/j.cor.2023.106189,or,10.1016/j.ejor.2019.10.010,or
10.1287/trsc.2020.1035,or,10.1016/j.ejor.2019.10.010,or
10.1111/itor.12971,or,10.1016/j.ejor.2019.10.010,or
10.1287/ijoc.2023.1288,or,10.1016/j.ejor.2019.10.010,or
10.1287/trsc.2022.1176,or,10.1016/j.ejor.2019.10.010,or
10.1016/j.patcog.2021.107957,vision,10.1016/j.ejor.2019.10.010,or
10.1287/trsc.2023.1199,or,10.1016/j.ejor.2019.10.010,or
10.1016/j.cor.2021.105627,or,10.1111/itor.13066,or
10.1016/j.cor.2021.105627,or,10.1016/j.ejor.2020.07.006,or
10.1111/itor.13299,or,10.1016/j.cor.2021.105627,or
10.1111/itor.13297,or,10.1016/j.cor.2021.105627,or
10.1016/j.cor.2022.106117,or,10.1016/j.ejor.2019.10.037,or
10.1016/j.ejor.2021.10.021,or,10.1016/j.ejor.2019.10.037,or
10.1016/j.cor.2022.106117,or,10.1016/j.ejor.2021.10.021,or
10.1007/s11590-023-01990-1,or,10.1016/j.cor.2022.106016,or
10.1111/itor.13358,or,10.1111/itor.12703,or
10.1111/itor.13358,or,10.1016/j.ejor.2020.06.050,or
10.1111/itor.12938,or,10.1111/itor.12626,or
10.1016/j.disc.2022.113253,theory,10.1111/itor.12938,or
10.1016/j.tcs.2022.08.006,theory,10.1111/itor.12938,or
10.1111/itor.13224,or,10.1111/itor.12854,or
10.1007/s10878-021-00740-2,or,10.1111/itor.12690,or
10.1111/itor.13146,or,10.1007/s10479-018-2796-0,or
10.1002/net.22213,or,10.1287/trsc.2020.1035,or
10.1016/j.cor.2023.106189,or,10.1016/j.ejor.2021.03.022,or
10.1016/j.cor.2021.105354,or,10.1007/s10479-018-2759-5,or
10.1016/j.ejor.2021.01.008,or,10.1016/j.ejor.2021.01.008,or
10.1016/j.cor.2023.106509,or,10.1016/j.cor.2021.105637,or
10.1016/j.dam.2019.03.015,theory,10.1007/s11590-018-1295-1,or
10.1007/s10898-021-01001-6,or,10.1007/s11590-018-1295-1,or
10.1287/ijoc.2022.0235,or,10.1287/ijoc.2022.1264,or
10.1287/ijoc.2022.0235,or,10.1007/s10479-018-2872-5,or
10.1287/ijoc.2022.0235,or,10.1007/s10107-020-01588-w,or
10.1080/01605682.2022.2125841,or,10.1007/s10479-020-03552-5,or
10.1007/s10878-023-01058-x,or,10.1016/j.ejor.2020.12.059,or
10.1287/ijoc.2022.1180,or,10.1016/j.ejor.2020.12.059,or
10.1007/s10107-023-01940-w,or,10.1007/s10107-022-01810-x,or
10.1002/net.22213,or,10.1016/j.cor.2020.104995,or
10.1002/net.22213,or,10.1016/j.patcog.2021.107957,vision
10.1016/j.cor.2020.105020,or,10.1111/itor.12648,or
10.1016/j.cor.2019.104824,or,10.1111/itor.12648,or
10.1007/s11590-020-01643-7,or,10.1007/s10479-019-03159-5,or
10.1111/itor.13053,or,10.1016/j.cor.2020.104948,or
10.1111/itor.12876,or,10.1111/itor.12623,or
10.1016/j.ejor.2021.07.051,or,10.1111/itor.12876,or
10.1016/j.ejor.2020.06.050,or,10.1111/itor.12703,or
10.1016/j.ejor.2020.06.050,or,10.1080/01605682.2019.1578914,or
10.1111/itor.13299,or,10.1287/ijoc.2022.1164,or
10.1016/j.ejor.2022.10.045,or,10.1287/trsc.2022.1129,or
10.1111/itor.12971,or,10.1016/j.cor.2020.104930,or
10.1016/j.ejor.2019.12.042,or,10.1016/j.ejor.2019.07.038,or
10.1287/opre.2022.2324,or,10.1007/s10107-020-01588-w,or
10.1287/ijoc.2022.1264,or,10.1007/s10107-020-01588-w,or
10.1016/j.dam.2024.01.002,theory,10.1007/s10107-020-01588-w,or
10.1287/ijoc.2023.1288,or,10.1016/j.cor.2020.104995,or
10.1007/s10589-020-00173-3,or,10.1007/s10479-018-3104-8,or
10.1080/01605682.2022.2081520,or,10.1080/01605682.2019.1578914,or
10.1111/itor.13241,or,10.1016/j.ejor.2021.03.022,or
10.1111/itor.13299,or,10.1111/itor.13066,or
10.1111/itor.13299,or,10.1016/j.ejor.2021.02.049,or
10.1111/itor.13299,or,10.1016/j.ejor.2020.07.006,or
10.1016/j.ejor.2023.08.046,or,10.1016/j.ejor.2020.08.038,or
10.1111/itor.13323,or,10.1111/itor.12811,or
10.1016/j.cor.2023.106527,or,10.1007/s10107-022-01785-9,or
10.1016/j.tcs.2022.11.022,theory,10.1007/s10878-021-00698-1,or
10.1016/j.dam.2024.01.002,theory,10.1287/ijoc.2022.1264,or
10.1007/s10107-022-01895-4,or,10.1137/1.9781611976465.35,theory
10.1016/j.cor.2023.106223,or,10.1016/j.cor.2020.105153,or
10.1016/j.patcog.2024.110310,vision,10.1016/j.cor.2020.105153,or
10.1007/s11590-020-01651-7,or,10.1007/s10479-020-03617-5,or
10.1111/itor.13297,or,10.1111/itor.13066,or
10.1111/itor.13297,or,10.1016/j.ejor.2020.07.006,or
10.1287/moor.2022.0104,or,10.1080/10556788.2020.1746962,or
10.1111/itor.12666,or,10.1111/itor.12666,or
10.1016/j.cor.2020.105176,or,10.1016/j.cor.2019.104782,or
10.1080/10556788.2020.1786564,or,10.1080/10556788.2020.1746962,or
10.1111/itor.13066,or,10.1111/itor.12857,or
10.1007/s10898-022-01168-6,or,10.1007/s11590-019-01395-z,or
10.1007/s10898-022-01168-6,or,10.1080/10556788.2020.1746962,or
10.1111/itor.13066,or,10.1016/j.ejor.2020.07.006,or
10.1007/s10898-021-01001-6,or,10.1016/j.dam.2019.03.015,theory
10.1111/itor.12671,or,10.1111/itor.12623,or
10.1016/j.ejor.2021.02.049,or,10.1016/j.ejor.2020.07.006,or
10.1007/s10107-023-01977-x,or,10.1137/1.9781611976465.35,theory
10.1145/3594736,pl,10.1109/CGO51591.2021.9370305,pl
10.4230/LIPIcs.ECOOP.2021.19,pl,10.1007/s10664-019-09756-z,se
10.1145/3650109,arch,10.1109/CGO51591.2021.9370322,pl
10.1145/3571283,pl,10.1109/CGO51591.2021.9370322,pl
10.1145/3428235,pl,10.1016/j.scico.2019.102318,pl
10.1145/3485521,pl,10.1002/spe.2907,pl
10.1002/spe.3146,pl,10.1002/spe.2907,pl
10.1145/3594736,pl,10.1002/spe.2907,pl
10.1002/spe.3054,pl,10.1016/j.scico.2020.102536,formal
10.1007/s10846-021-01400-7,robotics,10.1007/s10846-019-01107-w,robotics
10.1007/s10846-022-01804-z,robotics,10.1007/s10846-021-01400-7,robotics
10.1007/s10846-022-01791-1,robotics,10.1007/s10846-021-01567-z,robotics
10.1109/IROS47612.2022.9982161,robotics,10.1007/s10846-021-01568-y,robotics
10.1016/j.adhoc.2022.102834,net,10.1109/LRA.2021.3061004,robotics
10.1002/rob.22143,robotics,10.1007/s10846-019-01006-0,robotics
10.1109/ICRA48891.2023.10161183,robotics,10.1016/j.comnet.2021.108618,net
10.1109/LRA.2022.3230595,robotics,10.1016/j.adhoc.2022.102834,net
10.1007/s10846-021-01568-y,robotics,10.1109/ICRA48506.2021.9561188,robotics
10.1007/s10846-022-01791-1,robotics,10.1109/ICRA48506.2021.9561188,robotics
10.1016/j.robot.2022.104304,robotics,10.1007/s10846-021-01321-5,robotics
10.1007/s10846-022-01804-z,robotics,10.1007/s10846-021-01364-8,robotics
10.1007/s10846-019-01107-w,robotics,10.1007/s10846-019-01107-w,robotics
10.1007/s10514-020-09913-0,robotics,10.1007/s10846-019-01064-4,robotics
10.1007/s10846-023-01879-2,robotics,10.1109/ICRA48506.2021.9562057,robotics
10.1016/j.robot.2023.104386,robotics,10.1016/j.jss.2022.111363,se
10.1016/j.robot.2022.104179,robotics,10.1007/s10846-020-01208-x,robotics
10.1007/s10846-022-01701-5,robotics,10.1007/s10846-021-01459-2,robotics
10.1002/cpe.7767,arch,10.1109/LRA.2022.3190092,robotics
10.1007/s10846-021-01361-x,robotics,10.1007/s10846-019-01006-0,robotics
10.1007/s10846-022-01591-7,robotics,10.1007/s10846-019-01124-9,robotics
10.1007/s10846-021-01324-2,robotics,10.1007/s10846-019-01124-9,robotics
10.1007/s10846-023-01837-y,robotics,10.1109/LRA.2022.3154482,robotics
10.1007/s10846-022-01591-7,robotics,10.1109/LRA.2020.3013852,robotics
10.1007/s10846-023-01837-y,robotics,10.1109/LRA.2020.3013852,robotics
10.1016/j.cag.2022.08.003,graphics,10.1109/LRA.2020.3013852,robotics
10.1007/s10514-023-10100-0,robotics,10.1109/ICRA48506.2021.9561412,robotics
10.1109/LRA.2022.3190638,robotics,10.1007/s10514-023-10100-0,robotics
10.1007/s10514-023-10100-0,robotics,10.1109/IROS51168.2021.9635928,robotics
10.1016/j.jss.2021.111213,se,10.1016/j.jss.2020.110819,se
10.1007/s10664-023-10311-0,se,10.1007/s10664-021-10002-8,se
10.1016/j.jss.2021.111092,se,10.1007/s10270-019-00749-6,se
10.1145/3379597.3387477,se,10.1016/j.infsof.2019.106242,se
10.1007/s10664-021-10023-3,se,10.1145/3379597.3387477,se
10.1016/j.infsof.2022.107134,se,10.1145/3379597.3387477,se
10.1145/3379597.3387475,se,10.1145/3379597.3387477,se
10.1002/smr.2530,se,10.1145/3379597.3387477,se
10.1145/3387904.3389264,se,10.1145/3379597.3387477,se
10.1007/s00766-022-00388-2,se,10.1007/s00766-022-00382-8,se
10.1007/s00766-022-00388-2,se,10.1007/s00766-020-00338-w,se
10.1109/SANER53432.2022.00034,se,10.1145/3377811.3380369,se
10.1016/j.infsof.2023.107332,se,10.1016/j.infsof.2020.106256,se
10.1007/s10664-023-10395-8,se,10.1016/j.infsof.2020.106256,se
10.1007/s10664-022-10266-8,se,10.1016/j.infsof.2020.106256,se
10.1002/smr.2441,se,10.1016/j.infsof.2020.106256,se
10.1002/spe.3034,se,10.1016/j.infsof.2020.106256,se
10.1007/s10664-022-10130-9,se,10.1109/ICSME46990.2020.00011,se
10.1145/3476042,chi,10.1109/ICSME46990.2020.00011,se
10.1145/3510003.3512765,se,10.1109/ICSME46990.2020.00011,se
10.1007/s10664-022-10263-x,se,10.1007/s10664-021-09961-9,se
10.1109/ICPC52881.2021.00033,se,10.1016/j.jss.2020.110610,se
10.1109/TSE.2022.3208864,se,10.1145/3379597.3387482,se
10.1145/3387904.3389264,se,10.1016/j.infsof.2019.106242,se
10.1145/3387904.3389264,se,10.1145/3379597.3387475,se
10.1007/s10664-021-10023-3,se,10.1145/3387904.3389264,se
10.1145/3379597.3387475,se,10.1145/3387904.3389264,se
10.1002/smr.2530,se,10.1145/3387904.3389264,se
